id;votes;priority;severity;precedence
125738;123;0.6;0.6;
323153;14;0.6;0.2;
298559;51;0.6;1.0;
328179;20;0.6;1.0;
306828;92;0.6;0.4;
311549;50;0.6;0.4;
344566;20;0.6;1.0;
323404;57;0.6;0.6;
340521;57;0.6;0.2;
156262;85;0.6;0.6;
280378;94;0.6;0.4;
315727;89;0.6;0.4;
338369;87;0.6;1.0;
160987;46;0.6;0.8;
334706;0;0.6;0.1;
244699;13;0.6;0.2;
88391;37;0.6;0.2;
335941;34;0.6;0.2;
344551;13;0.6;0.8;
333464;95;0.6;0.2;
340366;42;0.6;1.0;
344505;99;0.6;1.0;
248777;29;0.6;0.8;
279318;44;0.6;0.4;
336676;40;0.6;0.8;
342006;89;0.6;0.4;
296156;86;0.6;0.2;
317964;95;0.6;0.8;
288835;51;0.6;0.6;
148446;79;0.6;0.4;
253886;58;0.6;0.2;
294050;27;0.6;0.4;
313581;38;0.6;0.2;
86850;13;0.6;0.1;
333402;40;0.6;1.0;
340670;36;0.6;0.8;
215723;73;0.6;0.8;
338777;102;0.6;1.0;
323649;28;0.6;0.4;
344632;42;0.6;0.8;
343725;0;0.6;1.0;
236367;28;0.6;0.4;
339066;89;0.6;0.6;
333450;76;0.6;0.2;
196808;22;0.6;0.8;
328348;85;0.6;0.4;
330634;22;0.6;0.8;
338270;79;0.6;0.6;
269408;64;0.6;0.6;
141855;140;0.6;0.2;
244424;69;0.6;0.6;
335121;14;0.6;0.4;
332623;89;0.6;0.6;
310785;81;0.6;0.4;
341301;2;0.6;0.6;
126811;29;0.6;0.8;
328891;154;0.6;0.6;
324024;34;0.6;0.4;
176095;83;0.6;0.4;
346101;15;0.6;0.6;
341196;105;0.6;1.0;
153197;72;0.6;0.4;
153183;71;0.6;0.2;
293133;78;0.6;1.0;
133593;75;0.6;1.0;
243499;17;0.6;0.6;
318711;0;0.6;0.2;
175347;41;0.6;0.4;
143647;60;0.6;0.2;
186079;13;0.6;0.2;
117283;140;0.8;0.6;
111553;118;0.6;0.2;
343255;23;1.0;0.2;
292485;0;0.6;0.2;
324376;24;0.6;0.8;
344414;26;0.6;0.8;
331929;110;0.6;1.0;
197283;114;0.6;0.1;
330750;86;0.6;0.4;
338236;43;0.6;0.8;
214532;36;0.6;0.4;
332605;48;0.6;0.4;
248756;27;0.2;0.2;
332122;83;0.6;0.8;
315189;100;0.6;0.4;
318387;0;0.6;0.2;
259599;7;0.6;0.4;
343329;266;0.6;0.6;
332949;29;0.6;0.6;
345731;33;0.6;0.4;
338442;92;0.6;1.0;
323132;50;0.6;0.8;
344481;66;0.6;0.4;
333656;103;0.6;0.2;
178581;33;0.6;0.6;
102868;20;0.6;0.2;
326064;2;0.6;0.8;
129368;2;0.6;0.8;
189569;0;0.6;0.4;
238249;42;0.6;0.6;
328184;110;0.6;0.8;
334028;38;0.6;1.0;
344502;172;0.6;0.8;
168683;52;0.6;0.4;
205447;105;0.6;0.6;
325877;198;0.6;0.6;
104523;102;0.6;1.0;
339894;90;0.6;1.0;
119787;39;0.6;0.4;
201055;13;0.6;1.0;
328312;45;0.6;0.4;
200317;48;0.6;0.8;
81805;120;0.6;0.6;
338113;106;0.6;0.4;
76205;53;0.6;0.2;
337730;41;0.6;0.6;
112525;95;0.6;1.0;
330843;170;0.6;0.4;
189178;0;0.6;0.2;
333409;136;0.6;0.6;
342512;70;0.6;0.55;
343916;17;0.6;0.2;
333677;0;0.6;0.4;
121088;74;0.6;0.4;
89576;97;0.6;1.0;300453,
314395;82;0.6;0.6;
