id;votes;priority;severity;precedence
325039;3;0.6;0.2;
335941;0;0.6;1.0;
323649;5;0.6;1.0;
335760;50;0.6;1.0;
201055;13;0.6;0.8;
313022;25;0.6;0.4;
176810;0;0.6;0.1;
197873;0;0.6;0.1;
226865;0;0.6;0.1;
336085;0;0.6;0.6;
343888;48;0.6;0.6;
126323;44;0.6;0.6;
151461;22;0.6;0.8;
143647;44;0.6;0.2;
322532;29;0.6;0.4;
332605;0;0.6;0.4;
288835;0;0.6;0.6;
333194;36;0.6;0.8;
344940;0;0.6;0.1;
179775;74;0.6;0.6;
300453;28;0.6;0.6;
88391;0;0.6;0.1;
134346;20;0.6;1.0;
102868;20;0.6;0.1;
288944;86;0.6;0.8;
335121;13;0.6;0.8;
311508;20;0.6;1.0;
173699;0;0.6;0.1;
318945;0;0.6;0.4;
346386;48;0.6;1.0;
181974;0;0.6;0.1;
210042;0;0.6;0.1;
343255;4;1.0;0.85;
342265;20;0.6;0.8;
335545;45;0.6;0.6;
129204;0;0.6;0.6;
283227;59;0.6;1.0;
325933;0;0.6;0.55;
269361;77;0.6;0.4;
314381;0;0.4;0.6;
338066;2;0.6;0.4;
117648;34;0.6;0.1;
331465;43;0.6;0.8;
236367;27;0.6;0.2;
341680;0;0.6;0.4;
344414;0;0.6;0.1;
160529;128;0.6;0.8;
344366;0;0.6;0.7;
330357;50;0.6;0.2;
159779;13;0.6;0.6;
333636;25;0.6;0.4;
135884;45;0.6;0.1;
131604;0;0.6;0.2;
333409;136;0.6;0.1;
345731;0;0.6;0.6;
126731;0;0.6;0.2;
268913;0;0.6;0.4;
160987;0;0.6;0.1;
141946;120;0.6;0.4;
333130;21;0.6;0.8;
333627;12;0.6;1.0;
109338;89;0.6;0.2;
344449;11;0.6;0.1;
282866;20;0.6;0.1;
211662;75;0.6;0.4;
339061;0;0.6;0.2;
328569;0;0.6;0.1;
244699;2;0.6;0.1;
338111;26;0.6;0.8;
323153;0;0.6;0.6;
329320;0;0.6;0.1;
342321;27;0.6;0.4;
198625;40;0.6;0.1;
193723;0;0.6;0.2;
342594;44;0.6;0.4;
156634;22;0.6;1.0;
153843;0;0.6;0.1;
319761;29;0.6;0.4;
317576;0;0.6;0.4;
296156;48;0.6;0.1;
195689;33;0.6;1.0;
146192;1;0.6;1.0;
226905;20;1.0;0.1;
341196;72;0.6;0.6;
330852;29;0.6;0.8;
336766;15;0.6;0.1;
343261;21;0.6;0.55;
159906;28;0.6;0.1;
345504;0;0.6;0.4;
330634;22;0.6;1.0;
344481;48;0.6;0.4;
226866;26;0.6;0.4;
313455;219;0.6;0.4;
189471;0;0.6;0.4;
186066;0;0.6;0.2;
201057;89;0.6;0.1;
344976;31;0.6;0.4;
333402;15;0.6;0.6;
330221;42;0.6;0.55;
315727;61;0.6;0.4;
188870;29;0.6;0.1;
314752;0;0.6;0.4;
127549;95;0.6;0.6;
162376;58;0.6;0.8;
86850;13;0.6;0.1;
345254;0;0.6;1.0;
59974;30;0.6;0.8;
338442;35;0.6;0.2;
318596;20;0.6;1.0;
175735;35;0.6;0.1;
345930;0;0.6;1.0;
153197;0;0.6;0.1;
344632;0;0.6;0.4;
101118;20;0.6;0.8;
121088;24;0.6;0.6;
312169;41;0.6;0.4;
339394;50;0.6;0.6;
177367;16;0.6;0.1;
156532;0;0.6;0.1;
78259;49;0.6;0.2;
314395;82;0.6;1.0;
292766;29;0.6;0.6;
323815;57;0.6;0.4;
315519;65;0.6;0.1;
338236;5;0.6;0.6;
146181;13;0.6;0.8;
259599;7;0.6;1.0;
333656;0;0.6;0.2;
125738;123;0.6;0.8;
269408;36;0.6;0.2;
175854;0;0.6;0.1;
330750;48;0.6;0.1;
192098;66;0.6;0.2;
318711;0;0.6;0.4;
344276;26;0.6;0.4;
340366;42;0.6;0.7;
323429;27;0.6;1.0;
261459;20;0.6;0.6;
318387;0;0.6;0.4;
318618;37;0.6;0.25;
253886;50;0.6;1.0;
344636;9;0.6;0.7;
107710;55;0.6;0.6;
334706;0;0.6;0.1;
345775;0;0.6;0.2;
330275;0;0.6;1.0;
152837;5;0.6;0.1;
346101;11;0.6;0.55;
334399;0;0.6;0.1;
178581;33;0.6;0.1;
324024;0;0.6;1.0;
209372;29;0.6;0.1;
313581;8;0.6;1.0;
313549;18;0.6;0.8;
336547;38;0.6;0.25;
344720;0;0.6;0.4;
200319;39;0.6;0.4;
112525;53;0.6;0.2;
288413;33;0.6;1.0;
329247;0;0.6;0.4;
322570;82;0.6;0.1;
148446;0;0.6;0.4;
101457;50;0.6;0.2;
344341;16;0.6;0.4;
341301;0;0.6;0.4;
193009;27;0.6;0.1;
344267;0;0.6;0.6;
