id;votes;priority;severity;precedence
328891;64;0.6;0.1;
342594;44;0.6;0.4;
336547;10;0.6;0.25;
334032;3;0.6;0.4;
343261;21;0.6;0.55;
283227;11;0.6;0.1;
344502;49;0.6;0.4;
334550;21;0.6;0.4;
315767;18;0.6;0.7;
330862;19;0.6;0.4;
323404;13;0.6;0.1;
328184;42;0.6;0.55;
166624;45;0.6;0.1;
339872;24;0.6;0.4;
323649;4;0.6;0.4;
343060;35;0.6;0.4;
86850;2;0.6;0.1;
322655;5;0.6;0.1;
330634;22;0.6;0.1;
344504;40;0.6;0.4;
343286;22;0.6;0.4;
339337;4;0.6;0.4;
335545;45;0.6;0.25;
322532;29;0.6;0.4;
320376;22;0.6;0.1;
346386;21;0.6;0.1;
345218;24;0.6;0.1;
331736;25;0.6;0.25;
219892;3;0.6;0.1;
333401;10;0.6;0.25;
342321;27;0.6;0.4;
331281;22;0.6;0.4;
288944;53;0.6;0.1;
151461;22;0.6;0.1;
345003;2;0.6;0.1;
298559;1;0.6;0.1;
343327;19;0.6;0.4;
125738;123;0.6;0.1;
284250;40;0.6;0.4;
309595;2;0.6;0.4;
339676;33;0.8;0.4;
328348;18;0.6;0.25;
186081;28;0.6;0.1;
309096;14;0.6;0.4;
211662;26;0.6;0.1;
342006;38;0.6;0.1;
174231;59;0.6;0.1;
318546;44;0.6;0.1;
322570;36;0.6;0.1;
280378;66;0.6;0.4;
344636;9;0.6;0.7;
127812;20;0.6;0.1;
339894;45;0.6;0.55;
163654;33;0.6;0.1;
339603;6;0.6;0.85;
330221;42;0.6;0.55;
333446;69;0.6;0.1;
332298;34;0.6;0.25;
333409;79;0.6;0.1;
313581;8;0.6;0.1;
333194;36;0.6;0.55;
310785;68;0.6;0.4;
317964;30;0.6;0.4;
117648;26;0.6;0.1;
162376;29;0.6;0.1;
127549;53;0.6;0.1;
306828;1;0.6;0.1;
153183;22;0.6;0.1;
293512;50;0.6;0.1;
339066;37;0.6;0.4;
168683;3;0.6;0.1;
81805;38;0.6;0.1;
104491;32;0.6;0.1;
269361;58;0.6;0.1;
328104;50;0.6;0.4;
330852;18;0.6;0.4;
344976;11;0.6;0.4;
328728;16;0.6;0.4;
325877;49;0.6;0.4;
171183;43;0.6;0.1;
178581;33;0.6;0.1;
140513;0;0.6;0.1;
197283;20;0.6;0.1;
335988;0;0.6;0.25;
346101;0;0.6;0.55;
338819;0;0.6;0.1;
340366;0;0.6;0.7;
338111;20;0.6;0.4;
345930;0;0.6;0.4;
341646;0;0.6;0.7;
206961;0;0.6;0.1;
346102;0;0.6;0.55;
164074;0;0.6;0.1;
215723;0;0.6;0.1;
179775;0;0.6;0.1;
324376;0;0.6;0.4;
318387;0;0.6;0.4;
342507;0;0.6;0.4;
344566;0;0.6;0.25;
131604;0;0.6;0.1;
173699;0;0.6;0.1;
172208;1;0.6;0.1;
267975;0;0.6;0.1;
333130;0;0.6;0.25;
313809;0;0.6;0.4;
316975;1;0.6;0.4;
122195;20;0.6;0.1;
333919;0;0.6;0.4;
343329;131;0.6;0.7;
343158;0;0.6;0.4;
342322;0;0.6;0.4;
325576;0;0.6;0.4;
280798;0;0.6;0.4;
342659;0;0.6;0.1;
318595;0;0.6;0.4;
341617;0;0.6;0.7;
323603;0;0.6;0.1;
175649;20;0.6;0.1;
334706;0;0.6;0.1;
341129;0;0.6;0.55;
339067;0;0.6;0.4;
335590;20;0.6;0.4;
221603;20;0.6;0.1;
175854;0;0.6;0.1;
112525;0;0.6;0.1;
189688;0;0.6;0.1;
152837;5;0.6;0.1;
140514;0;0.6;0.1;
333329;40;0.6;0.55;
243499;0;0.6;0.1;
143399;0;0.6;0.4;
126740;0;0.6;0.1;
83301;15;0.6;0.1;
189178;0;0.6;0.1;
309493;40;0.6;0.4;
205447;20;0.6;0.4;
259599;0;0.6;0.1;
187408;20;0.6;0.4;
310073;0;0.6;0.1;
216689;0;0.6;0.1;
326869;0;0.6;0.25;
172630;0;0.6;0.25;
332264;0;0.6;0.25;
344481;0;0.6;0.4;
292766;20;0.6;0.1;
93087;51;0.6;0.1;
146192;1;0.6;0.1;
318711;0;0.6;0.4;
318457;20;0.6;0.1;
126772;61;0.6;0.1;
288413;0;0.6;0.1;
294050;0;0.6;0.1;
339061;0;0.6;0.4;
154380;0;0.6;0.1;
311549;1;0.6;0.4;
345534;0;0.6;0.55;
318232;0;0.6;0.4;
323132;0;0.6;0.4;
319014;0;0.6;0.1;
293365;20;0.6;0.1;
344074;0;0.6;0.7;
238249;0;0.6;0.1;
209372;0;0.6;0.1;
193009;5;0.6;0.1;
345254;0;0.6;0.1;
205305;0;0.6;0.1;
267508;20;0.6;0.1;
146181;0;0.6;0.1;
311608;0;0.6;0.4;
315519;20;0.6;0.1;
112750;0;0.6;0.1;
323060;0;0.6;0.4;
345908;0;0.6;0.55;
344826;0;0.6;0.55;
331299;0;0.6;0.25;
226865;0;0.6;0.1;
215599;0;0.6;0.1;
164792;20;0.6;0.1;
330750;5;0.6;0.1;
236367;0;0.6;0.1;
343313;20;0.6;0.4;
199989;0;0.6;0.1;
325807;0;0.6;0.1;
242704;20;0.6;0.1;
202085;0;0.6;0.1;
124361;1;0.6;0.1;
171163;0;0.6;0.1;
340670;0;0.6;0.4;
134781;0;0.6;0.1;
331929;0;0.6;0.4;
344442;1;0.6;0.25;
327842;0;0.6;0.4;
330843;120;0.6;0.1;
248756;0;0.2;0.1;
333402;0;0.6;0.4;
160988;0;0.6;0.1;
186084;0;0.6;0.1;
318596;20;0.6;0.1;
294396;0;0.6;0.4;
86649;0;0.6;0.1;
177367;0;0.6;0.1;
345731;0;0.6;0.4;
268913;0;0.6;0.4;
333812;1;0.6;0.1;
133593;10;0.6;0.1;
243740;5;0.6;0.1;
141071;15;0.6;0.1;
334984;20;0.6;0.1;
344551;0;0.6;0.1;
140024;20;0.6;0.1;
343916;0;0.6;0.55;
90863;0;0.6;0.1;
244699;0;0.6;0.1;
333656;0;0.6;0.25;
308614;5;0.6;0.4;
319396;20;0.6;0.4;
335608;0;0.6;0.4;
145664;70;0.6;0.4;
324940;0;0.6;0.1;
188241;0;0.6;0.1;
186079;0;0.6;0.1;
153197;0;0.6;0.1;
210042;0;0.6;0.1;
345253;0;0.6;0.4;
299028;0;0.6;0.4;
317576;0;0.6;0.4;
120245;0;0.6;0.1;
338369;0;0.6;0.7;
129368;0;0.6;0.1;
318354;0;0.6;0.4;
224194;0;0.6;0.1;
338066;0;0.6;0.55;
314381;0;0.4;0.1;
345931;0;0.6;0.4;
333032;0;0.6;0.55;
323153;0;0.6;0.1;
333941;60;0.6;0.4;
342466;0;0.6;0.4;
330357;0;0.6;0.1;
332122;20;0.6;0.4;
333967;0;0.6;0.4;
309553;20;0.6;0.4;
159779;0;0.6;0.1;
346464;0;0.6;0.4;
140767;0;0.6;0.1;
119787;0;0.6;0.1;
143647;0;0.6;0.1;
313455;219;0.6;0.4;
344374;0;0.6;0.4;
82430;40;0.6;0.1;
161961;0;0.6;0.1;
312795;0;0.6;0.1;
125125;70;0.6;0.1;
321136;0;0.6;0.1;
320375;0;0.6;0.4;
117283;50;0.8;0.1;
193723;0;0.6;0.1;
226876;0;0.6;0.1;
176810;0;0.6;0.1;
177019;0;0.6;0.1;
324087;0;0.6;0.1;
126811;5;0.6;0.1;
284474;60;0.6;0.1;
345455;0;0.6;0.4;
337730;0;0.6;0.4;
313022;0;0.6;0.1;
311524;20;0.6;0.1;
337641;20;0.6;0.4;
336766;0;0.6;0.1;
333517;0;0.6;0.55;
314395;82;0.6;0.4;
156634;0;0.6;0.1;
175735;0;0.6;0.1;
336676;0;0.6;0.4;
333627;0;0.6;0.4;
322004;0;0.6;0.4;
248755;0;0.6;0.1;
296156;0;0.6;0.1;
89576;0;0.6;0.1;300453,
142915;0;0.6;0.1;
188870;0;0.6;0.1;
317278;0;0.6;0.4;
283145;1;0.6;0.1;
315806;0;0.6;0.4;
314752;0;0.6;0.4;
335855;5;0.6;0.4;
101118;20;0.6;0.1;
196808;20;0.6;0.1;
344414;0;0.6;0.1;
331688;0;0.6;0.1;
192098;20;0.6;0.1;
176809;0;0.6;0.1;
302577;0;0.6;0.1;
153109;70;0.6;0.1;
333203;0;0.6;0.4;
107744;0;0.6;0.1;
181991;0;0.8;0.1;
324386;0;0.6;0.4;
197068;10;0.6;0.1;
159906;0;0.6;0.1;
174486;40;0.6;0.1;
335121;0;0.6;0.55;
343088;0;0.6;0.1;
315141;0;0.6;0.4;
293133;0;0.6;0.1;
340521;0;0.6;0.85;
344505;0;0.6;0.1;
310314;0;0.6;0.4;
313549;0;0.6;0.1;
342512;0;0.6;0.55;
236291;0;0.6;0.1;
332600;0;0.6;0.1;
277348;0;0.6;0.1;
128193;1;0.6;0.1;
328312;0;0.6;0.4;
278483;0;0.6;0.1;
245419;20;0.6;0.1;
195689;0;0.6;0.1;
345602;0;0.6;0.4;
154899;1;0.6;0.1;
333337;0;0.6;0.25;
333199;0;0.6;0.1;
336195;0;0.6;0.55;
333577;0;0.8;0.7;
288835;0;0.6;0.1;
201055;0;0.6;0.1;
334028;0;0.6;0.4;
191028;0;0.6;0.1;
279054;15;0.6;0.1;
345504;0;0.6;0.4;
343888;0;0.6;0.25;
321080;0;0.6;0.1;
319761;0;0.6;0.4;
331817;0;0.6;0.1;
92337;60;0.6;0.1;
312430;0;0.6;0.25;
192686;0;0.6;0.1;
296500;0;0.6;0.1;
154810;21;0.6;0.1;
135884;45;0.6;0.1;
287644;0;0.6;0.1;
307102;0;0.6;0.4;
333677;0;0.6;0.1;
148390;10;0.6;0.1;
102868;20;0.6;0.1;
153843;0;0.6;0.1;
332949;0;0.6;0.4;
