id;votes;priority;severity;precedence
338270;17;0.6;1.0;
333812;57;0.6;0.1;
316663;29;0.6;1.0;
328569;35;0.6;0.2;
333677;40;0.6;0.1;
314381;10;0.4;0.1;
338777;25;0.6;0.4;
226771;14;0.6;0.1;
279318;17;0.6;0.1;
309553;26;0.6;0.4;
343979;55;0.6;0.8;
197168;55;0.6;0.1;
343313;26;0.6;0.4;
163654;19;0.6;0.1;
345253;16;0.6;0.2;
294050;20;0.6;0.1;
344584;46;0.6;0.4;
201057;62;0.6;0.1;
338819;2;0.6;0.1;
330203;11;0.6;0.1;
148446;30;0.6;0.2;
345218;45;0.6;0.1;
107003;77;0.6;0.6;
125125;112;0.6;0.1;
146239;147;0.6;0.1;
89576;50;0.6;0.4;300453,
342006;4;0.6;0.2;
243499;49;0.6;0.4;
284250;21;0.6;0.4;
296500;26;0.6;0.1;
342594;42;0.6;0.4;
323060;22;0.6;0.4;
318945;27;0.6;0.1;
344551;13;0.6;0.1;
332600;67;0.6;0.8;
320376;39;0.6;0.1;
126772;97;0.6;0.1;
314752;10;0.6;0.4;
189688;62;0.6;0.1;
326064;20;0.6;0.4;
248777;44;0.6;0.1;
135737;116;0.6;1.0;
340778;32;0.6;0.1;
156532;83;0.6;0.2;
344720;66;0.6;0.8;
332605;45;0.6;0.4;
344566;34;0.6;0.25;
328312;35;0.6;0.4;
293365;52;0.6;0.1;
236367;25;0.6;0.2;
319761;26;0.6;0.6;
344562;27;0.6;0.4;
302579;21;0.6;0.1;
192686;46;0.6;0.8;
333323;23;0.6;0.2;
292766;22;0.6;0.6;
126740;9;0.6;0.1;
153843;9;0.6;0.1;
345602;56;0.6;0.2;
343286;78;0.6;0.4;
174486;76;0.6;0.1;
256379;62;0.6;0.1;
318232;25;0.6;0.4;
330862;7;0.6;0.4;
345534;41;0.6;0.55;
134346;109;0.6;0.1;
346464;43;0.6;0.4;
187408;46;0.6;0.8;
82430;74;0.6;0.1;
320375;25;0.6;0.4;
324940;37;0.6;0.1;
339067;36;0.6;0.4;
126811;73;0.6;0.1;
310073;65;0.6;0.1;
321801;26;0.6;0.4;
90863;32;0.6;0.1;
344505;31;0.6;0.1;
323153;10;0.6;0.8;
215723;21;0.6;0.2;
333656;42;0.6;0.2;
125738;143;0.6;0.2;
324376;0;0.6;0.4;
333337;0;0.6;0.6;
112750;6;0.6;0.1;
333967;0;0.6;1.0;
334706;39;0.6;0.1;
113546;0;0.6;0.4;
117283;51;0.8;0.1;
329910;38;0.6;1.0;
343916;0;0.6;1.0;
272421;0;0.6;1.0;
314378;15;0.6;1.0;
176810;0;0.6;0.1;
196675;20;0.6;0.1;
153197;14;0.6;0.2;
335760;0;0.6;0.6;
166624;1;0.6;0.1;
304342;0;0.6;0.4;
333401;0;0.6;0.6;
332414;1;0.6;0.1;
333203;47;0.6;1.0;
307102;0;0.6;0.4;
279054;15;0.6;1.0;
333941;106;0.6;0.4;
343888;0;0.6;0.25;
325877;0;0.6;0.4;
186081;0;0.6;0.1;
244090;5;0.6;0.4;
81805;0;0.6;0.4;
342466;0;0.6;0.4;
146477;25;0.6;0.6;
333329;89;0.6;0.55;
334984;20;0.6;0.4;
336547;8;0.6;0.25;
197873;0;0.6;0.6;
243740;5;0.6;1.0;
338066;42;0.6;0.4;
311608;33;0.6;0.4;
345455;0;0.6;0.4;
339872;0;0.6;0.8;
192098;20;0.6;0.1;
154380;0;0.6;1.0;
340756;20;0.6;0.4;
333636;0;0.6;0.8;
140767;0;0.6;0.6;
333517;0;0.6;0.8;
334028;0;0.6;0.6;
296156;38;0.6;0.8;
345541;0;0.6;0.4;
331817;47;0.6;0.1;
117648;8;0.6;0.1;
143399;0;0.6;0.4;
160529;80;0.6;0.1;
173699;0;0.6;0.4;
336195;0;0.6;0.55;
101457;50;0.6;1.0;
334485;0;0.6;0.1;
337730;41;0.6;1.0;
343725;0;0.6;0.4;
340521;0;0.6;0.85;
100203;21;0.6;0.1;
129368;0;0.6;0.1;
345189;48;0.6;0.55;
188870;0;0.6;0.2;
323429;20;0.6;0.1;
293901;0;0.6;0.4;
197068;10;0.6;0.2;
299028;0;0.6;0.4;
337641;20;0.6;0.4;
344414;20;0.6;0.1;
297883;0;0.6;0.1;
339894;0;0.6;0.8;
311549;45;0.6;0.2;
344632;0;0.6;0.4;
216689;29;0.6;0.1;
268913;0;0.6;0.4;
313581;8;0.6;0.1;
128193;1;0.6;0.2;
235862;61;0.6;0.4;
335737;0;0.6;1.0;
343158;0;0.6;0.4;
345542;0;0.6;0.7;
166670;0;0.6;0.1;
202085;0;0.6;0.6;
322004;0;0.6;0.2;
339394;0;0.6;0.8;
342321;10;0.6;0.4;
326869;0;0.6;0.25;
201055;41;0.6;0.1;
200319;0;0.6;0.1;
311508;32;0.6;0.1;
174231;20;0.6;0.1;
321080;0;0.6;0.1;
164792;23;0.6;0.4;
346102;0;0.6;0.55;
244699;4;0.6;0.4;
333050;18;0.6;0.4;
340366;0;0.6;0.6;
316975;1;0.6;0.4;
219892;0;0.6;0.4;
197283;20;0.6;0.1;
141946;120;0.6;0.4;
181974;35;0.6;0.1;
338551;14;0.6;0.25;
332122;20;0.6;0.4;
195689;0;0.6;0.8;
323603;0;0.6;0.1;
172208;1;0.6;0.2;
330419;0;0.6;1.0;
345003;0;0.6;0.8;
310785;56;0.6;0.4;
345027;0;0.6;0.8;
333464;20;0.6;0.1;
318618;20;0.6;0.25;
318596;20;0.6;0.4;
211662;20;0.6;0.1;
315141;45;0.6;0.2;
248756;0;0.2;1.0;
245419;66;0.6;0.1;
140513;26;0.6;1.0;
323132;0;0.6;0.4;
206961;0;0.6;0.1;
101118;67;0.6;0.6;
307052;0;0.6;0.1;
338111;20;0.6;0.4;
193009;45;0.6;0.1;
323815;20;0.6;0.4;
315767;0;0.6;0.2;
292485;0;0.6;0.2;
333446;59;0.6;0.8;
