id;votes;priority;severity;precedence
337730;41;0.6;1.0;
242506;49;0.6;0.4;
88391;47;0.6;0.6;
314378;15;0.6;1.0;
164792;23;0.6;0.4;
338031;46;0.6;0.6;
318595;46;0.6;0.4;
127549;29;0.6;0.1;
310785;56;0.6;0.4;
216689;29;0.6;0.1;
333194;29;0.6;0.55;
181974;35;0.6;0.1;
126811;47;0.6;0.1;
83301;39;0.6;0.2;
124977;52;0.6;0.6;
345189;48;0.6;0.55;
334706;39;0.6;0.1;
328170;9;0.6;0.4;
321801;25;0.6;0.4;
156262;16;0.6;1.0;
107744;46;0.6;1.0;
339337;6;0.6;0.4;
159779;31;0.6;0.1;
335855;23;0.6;0.4;
329910;38;0.6;1.0;
112750;6;0.6;0.1;
189688;43;0.6;0.1;
345602;50;0.6;0.2;
179775;28;0.6;0.4;
163654;15;0.6;0.1;
324024;74;0.6;1.0;
341129;85;0.6;0.4;
342659;33;0.6;0.6;
341646;29;0.6;0.4;
343286;39;0.6;0.4;
153843;5;0.6;0.1;
328184;32;0.6;0.8;
156532;42;0.6;0.2;
332717;4;0.6;0.6;
315806;31;0.6;0.8;
343506;29;0.6;0.1;
244699;4;0.6;0.4;
248777;27;0.6;0.1;
160987;27;0.6;0.1;
201055;41;0.6;0.1;
145294;23;0.6;0.1;
311608;33;0.6;0.4;
44908;474;0.6;0.1;
334749;54;0.6;0.4;
315141;45;0.6;0.2;
333329;89;0.6;0.55;
112525;5;0.6;0.1;
328348;24;0.6;0.25;
298559;22;0.6;0.1;
117283;51;0.8;0.1;
325576;10;0.6;0.8;
333941;106;0.6;0.4;
332600;26;0.6;0.8;
336547;8;0.6;0.25;
331817;47;0.6;0.1;
134346;101;0.6;0.1;
193723;43;0.6;0.1;
306828;26;0.6;0.8;
322655;25;0.6;0.1;
171662;31;0.6;1.0;
345534;6;0.6;0.55;
332281;44;0.6;0.55;
127812;13;0.6;0.1;
333812;37;0.6;0.1;
311549;45;0.6;0.2;
154810;25;0.6;0.1;
193009;45;0.6;0.1;
101118;67;0.6;0.6;
338551;14;0.6;0.25;
309096;48;0.6;0.8;
333446;59;0.6;0.8;
109338;131;0.6;0.1;
120245;66;0.6;0.1;
131604;5;0.6;0.1;
288944;43;0.6;1.0;
146477;25;0.6;0.6;
224194;13;0.6;0.8;
174486;40;0.6;0.1;
342322;0;0.6;0.4;
332122;20;0.6;0.4;
113546;0;0.6;0.4;
197168;5;0.6;0.1;
135737;80;0.6;1.0;
334399;0;0.6;0.1;
330275;0;0.6;0.8;
324087;0;0.6;0.2;
306373;0;0.6;0.1;
86850;0;0.6;0.8;
339574;0;0.6;0.2;
296156;38;0.6;0.8;
125738;106;0.6;0.2;
342779;0;0.6;0.25;
196675;20;0.6;0.1;
326869;0;0.6;0.25;
302577;35;0.6;0.1;
339676;0;0.8;0.4;
78259;0;0.6;0.1;
344584;0;0.6;0.4;
200319;0;0.6;0.1;
345253;0;0.6;0.2;
344449;0;0.6;1.0;
344442;1;0.6;0.25;
226771;0;0.6;0.1;
313581;8;0.6;0.1;
334028;0;0.6;0.6;
292766;20;0.6;0.6;
319396;20;0.6;0.6;
100203;21;0.6;0.1;
176810;0;0.6;0.1;
346102;0;0.6;0.55;
340366;0;0.6;0.6;
162702;20;0.6;0.1;
333967;0;0.6;1.0;
318618;20;0.6;0.25;
314395;100;0.6;0.4;
313809;0;0.6;0.4;
325933;0;0.6;0.55;
192458;15;0.8;1.0;
293365;20;0.6;0.1;
142915;0;0.6;0.1;
331803;0;0.6;0.4;
330843;120;0.6;0.1;
248756;0;0.2;1.0;
342594;31;0.6;0.4;
343087;0;0.6;0.2;
76205;0;0.6;0.1;
166624;1;0.6;0.1;
322004;0;0.6;0.2;
346101;0;0.6;0.55;
333677;0;0.6;0.1;
279054;15;0.6;1.0;
345356;0;0.6;0.1;
172208;1;0.6;0.2;
339067;0;0.6;0.4;
338113;23;0.6;0.4;
140514;0;0.6;0.1;
345455;0;0.6;0.4;
318232;0;0.6;0.4;
261459;20;0.6;0.2;
333393;0;0.6;0.6;
288835;0;0.6;1.0;
330419;0;0.6;1.0;
333627;0;0.6;0.4;
89576;0;0.6;0.4;300453,
200317;23;0.6;0.6;
124361;1;0.6;0.1;
343629;60;0.6;0.85;
298533;0;0.6;0.2;
267975;11;0.6;0.2;
244090;5;0.6;0.4;
197283;20;0.6;0.1;
148390;10;0.6;0.1;
320375;0;0.6;0.4;
226876;0;0.6;0.1;
335737;0;0.6;1.0;
192686;0;0.6;0.8;
174231;20;0.6;0.1;
195689;0;0.6;0.8;
166670;0;0.6;0.1;
186081;0;0.6;0.1;
308614;27;0.6;0.4;
318711;0;0.6;0.8;
117648;8;0.6;0.1;
86649;0;0.6;0.2;
344074;26;0.6;0.7;
344720;35;0.6;0.8;
121088;13;0.6;0.6;
345731;0;0.6;0.4;
321080;0;0.6;0.1;
332949;0;0.6;0.4;
315767;0;0.6;0.2;
345931;0;0.6;0.4;
318945;0;0.6;0.1;
334485;0;0.6;0.1;
293901;0;0.6;0.4;
236367;0;0.6;0.2;
140513;26;0.6;1.0;
294050;0;0.6;0.1;
312795;0;0.6;0.1;
333402;0;0.6;0.4;
160529;80;0.6;0.1;
338777;0;0.6;0.4;
141855;0;0.6;0.1;
226797;20;0.6;0.6;
339066;23;0.6;0.2;
242704;20;0.6;0.6;
175854;0;0.6;0.1;
296500;0;0.6;0.1;
344341;1;0.6;0.4;
316663;20;0.6;1.0;
196808;20;0.6;0.6;
342321;10;0.6;0.4;
299028;0;0.6;0.4;
330634;0;0.6;1.0;
338111;20;0.6;0.4;
307102;0;0.6;0.4;
323132;0;0.6;0.4;
322532;0;0.6;0.4;
342512;0;0.6;0.4;
344414;20;0.6;0.1;
344551;0;0.6;0.1;
329555;20;0.6;0.4;
329247;0;0.6;0.6;
243740;5;0.6;1.0;
269361;20;0.6;0.6;
330203;0;0.6;0.1;
314752;0;0.6;0.4;
126740;0;0.6;0.1;
300453;15;0.6;1.0;
168683;0;0.6;0.2;
245419;66;0.6;0.1;
338270;0;0.6;1.0;
320376;10;0.6;0.1;
345218;0;0.6;0.1;
311524;20;0.6;0.1;
162376;0;0.6;0.2;
339394;0;0.6;0.8;
309595;50;0.6;0.2;
325877;0;0.6;0.4;
122195;44;0.6;0.1;
335760;0;0.6;0.6;
59974;30;0.6;0.1;
338819;0;0.6;0.1;
318546;0;0.6;0.6;
171163;0;0.6;1.0;
173699;0;0.6;0.4;
346386;0;0.6;1.0;
324940;0;0.6;0.1;
178581;0;0.6;0.1;
128193;1;0.6;0.2;
341967;0;0.6;1.0;
345541;0;0.6;0.4;
153197;14;0.6;0.2;
344505;0;0.6;0.1;
336766;0;0.6;0.1;
339894;0;0.6;0.8;
339061;0;0.6;0.4;
326064;0;0.6;0.4;
324386;0;0.6;0.4;
219892;0;0.6;0.4;
345930;0;0.6;0.4;
345542;0;0.6;0.7;
284250;0;0.6;0.4;
342006;0;0.6;0.2;
313455;219;0.6;0.4;
319761;0;0.6;0.6;
107710;55;0.6;1.0;
310073;28;0.6;0.1;
197873;0;0.6;0.6;
189178;0;0.6;1.0;
143399;0;0.6;0.4;
342986;0;0.6;0.55;
215599;0;0.6;0.8;
343261;0;0.6;0.55;
345003;0;0.6;0.8;
335590;20;0.6;0.4;
90863;0;0.6;0.1;
111553;20;0.6;1.0;
188870;0;0.6;0.2;
330862;0;0.6;0.4;
339603;0;0.6;0.85;
241129;20;0.6;0.6;
332623;0;0.6;0.4;
331736;10;0.6;0.25;
283145;1;0.6;0.1;
140024;20;0.6;1.0;
341301;0;0.6;0.55;
274102;95;0.8;0.1;
323404;12;0.6;0.4;
342466;0;0.6;0.4;
333032;16;0.6;0.55;
197068;10;0.6;0.2;
323815;20;0.6;0.4;
345504;0;0.6;0.8;
333323;0;0.6;0.2;
272421;0;0.6;1.0;
304342;0;0.6;0.4;
282866;20;0.6;0.8;
288413;0;0.6;0.1;
148446;0;0.6;0.2;
307052;0;0.6;0.1;
333337;0;0.6;0.6;
328569;0;0.6;0.2;
280645;20;0.6;0.1;
330357;33;0.6;0.8;
98955;0;0.6;0.8;
334032;0;0.6;0.4;
323153;0;0.6;0.8;
344566;0;0.6;0.25;
342811;0;0.6;0.4;
327842;0;0.6;0.4;
214695;0;0.6;0.8;
333636;0;0.6;0.8;
104523;64;0.6;0.1;
318354;0;0.6;0.4;
292485;0;0.6;0.2;
