id;votes;priority;severity;precedence
309493;40;0.6;0.4;
344566;0;0.6;0.25;
331817;0;0.6;0.1;
340778;0;0.6;0.1;
325933;0;0.6;0.55;
346102;0;0.6;0.55;
160005;20;0.6;0.1;
321136;0;0.6;0.1;
324940;0;0.6;0.1;
172630;0;0.6;0.25;
331688;0;0.6;0.1;
126772;61;0.6;0.1;
189569;0;0.6;0.1;
277348;0;0.6;0.1;
321801;0;0.6;0.4;
334550;4;0.6;0.4;
318387;0;0.6;0.4;
245419;20;0.6;0.1;
244699;0;0.6;0.1;
345931;0;0.6;0.4;
156634;43;0.6;0.1;
346464;0;0.6;0.4;
332281;0;0.6;0.55;
226771;0;0.6;0.1;
342594;0;0.6;0.4;
342779;0;0.6;0.25;
333517;0;0.6;0.55;
324024;0;0.6;0.4;
330275;29;0.6;0.1;
193009;5;0.6;0.1;
44908;424;0.6;0.1;
334749;4;0.6;0.4;
107744;0;0.6;0.1;
330357;0;0.6;0.1;
328348;0;0.6;0.25;
126731;1;0.6;0.1;
340521;39;0.6;0.85;
133593;10;0.6;0.1;
333393;0;0.6;0.4;
323404;12;0.6;0.1;
269408;49;0.6;0.4;
131604;0;0.6;0.1;
190947;30;0.6;0.1;
164074;0;0.6;0.1;
333577;0;0.8;0.7;
215599;0;0.6;0.1;
181974;0;0.6;0.1;
193723;0;0.6;0.1;
340756;20;0.6;0.4;
344551;0;0.6;0.1;
280645;20;0.6;0.1;
226905;20;1.0;0.1;
320375;0;0.6;0.4;
176809;0;0.6;0.1;
104491;0;0.6;0.1;
345504;24;0.6;0.4;
344290;0;0.6;0.1;
153183;0;0.6;0.1;
89576;0;0.6;0.1;300453,
333130;0;0.6;0.25;
335121;0;0.6;0.55;
333941;60;0.6;0.4;
219892;0;0.6;0.1;
315141;0;0.6;0.4;
341129;0;0.6;0.55;
318546;0;0.6;0.1;
311608;2;0.6;0.4;
346101;0;0.6;0.55;
177019;0;0.6;0.1;
332414;1;0.6;0.1;
343916;0;0.6;0.55;
100203;21;0.6;0.1;
241877;49;0.6;0.1;
120245;0;0.6;0.1;
160988;0;0.6;0.1;
241829;2;0.6;0.1;
325877;11;0.6;0.4;
315806;0;0.6;0.4;
317576;39;0.6;0.4;
186066;0;0.6;0.1;
310073;10;0.6;0.1;
125738;106;0.6;0.1;
336676;0;0.6;0.4;
325807;0;0.6;0.1;
339676;0;0.8;0.4;
154380;0;0.6;0.1;
205447;20;0.6;0.4;
339337;0;0.6;0.4;
293365;20;0.6;0.1;
195689;0;0.6;0.1;
314378;26;0.6;0.1;
344632;0;0.6;0.4;
343313;20;0.6;0.4;
209372;0;0.6;0.1;
