id;votes;priority;severity;precedence
333967;0;0.6;1.0;
279054;15;0.6;1.0;
272421;0;0.6;1.0;
107003;77;0.6;0.6;
141855;0;0.6;0.1;
129368;0;0.6;0.1;
333627;0;0.6;0.4;
345455;0;0.6;0.4;
318232;25;0.6;0.4;
135737;116;0.6;1.0;
175854;0;0.6;0.1;
339676;0;0.8;0.4;
343725;0;0.6;0.4;
311508;32;0.6;0.1;
315767;0;0.6;0.2;
333677;40;0.6;0.1;
134346;109;0.6;0.1;
343158;0;0.6;0.4;
288944;43;0.6;1.0;
193009;45;0.6;0.1;
214695;0;0.6;0.8;
328569;35;0.6;0.2;
211662;20;0.6;0.1;
310073;65;0.6;0.1;
333812;57;0.6;0.1;
174486;76;0.6;0.1;
342507;10;0.6;0.4;
341129;85;0.6;0.4;
314378;15;0.6;1.0;
318387;0;0.6;0.8;
92337;99;0.6;0.1;
140513;26;0.6;1.0;
315806;31;0.6;0.8;
236367;25;0.6;0.2;
346464;43;0.6;0.4;
313581;8;0.6;0.1;
298559;22;0.6;0.1;
179775;28;0.6;0.4;
314381;10;0.4;0.1;
341967;0;0.6;1.0;
162376;0;0.6;0.2;
224194;13;0.6;0.8;
314395;100;0.6;0.4;
339894;0;0.6;0.8;
173699;0;0.6;0.4;
333656;42;0.6;0.2;
340366;0;0.6;0.6;
195689;0;0.6;0.8;
145294;23;0.6;0.1;
339061;0;0.6;0.4;
321080;0;0.6;0.1;
344720;66;0.6;0.8;
172208;1;0.6;0.2;
339067;36;0.6;0.4;
279318;17;0.6;0.1;
307102;0;0.6;0.4;
306828;26;0.6;0.8;
334399;0;0.6;0.1;
345602;56;0.6;0.2;
345534;41;0.6;0.55;
205305;0;0.6;0.1;
338270;17;0.6;1.0;
332281;44;0.6;0.55;
312630;0;0.6;0.25;
288413;0;0.6;0.1;
243499;49;0.6;0.4;
181974;35;0.6;0.1;
345542;0;0.6;0.7;
331688;0;0.6;0.1;
101118;67;0.6;0.6;
241129;20;0.6;0.6;
171163;0;0.6;1.0;
338777;25;0.6;0.4;
330750;5;0.6;1.0;
333636;0;0.6;0.8;
113546;0;0.6;0.4;
242704;20;0.6;0.6;
339066;23;0.6;0.2;
293365;52;0.6;0.1;
146239;147;0.6;0.1;
325576;10;0.6;0.8;
334028;0;0.6;0.6;
344636;0;0.6;0.7;
160529;80;0.6;0.1;
332600;67;0.6;0.8;
187408;46;0.6;0.8;
345253;16;0.6;0.2;
333337;0;0.6;0.6;
330203;11;0.6;0.1;
326869;0;0.6;0.25;
345027;0;0.6;0.8;
83301;39;0.6;0.2;
248777;44;0.6;0.1;
196675;20;0.6;0.1;
267975;11;0.6;0.2;
121088;13;0.6;0.6;
343286;78;0.6;0.4;
329910;38;0.6;1.0;
333203;47;0.6;1.0;
333050;18;0.6;0.4;
244090;5;0.6;0.4;
311608;33;0.6;0.4;
324129;0;0.6;0.6;
124977;52;0.6;0.6;
343261;0;0.6;0.55;
298533;0;0.6;0.2;
197068;10;0.6;0.2;
163654;19;0.6;0.1;
322532;0;0.6;0.4;
328891;20;0.6;0.1;
124361;1;0.6;0.1;
335545;0;0.6;0.25;
335760;0;0.6;0.6;
243740;5;0.6;1.0;
126772;97;0.6;0.1;
153109;70;0.6;0.1;
312430;0;0.6;0.25;
333577;0;0.8;0.7;
345218;45;0.6;0.1;
283145;1;0.6;0.1;
153843;9;0.6;0.1;
328312;35;0.6;0.4;
321801;26;0.6;0.4;
331736;10;0.6;0.25;
332623;0;0.6;0.4;
302577;35;0.6;0.1;
304342;0;0.6;0.4;
311549;45;0.6;0.2;
302579;21;0.6;0.1;
274102;95;0.8;0.1;
197283;20;0.6;0.1;
128193;1;0.6;0.2;
236291;0;0.6;0.6;
78259;0;0.6;0.1;
248756;0;0.2;1.0;
186081;0;0.6;0.1;
